News_Headline,Link_Of_News,Source,Stated_On,Date,Label
“Antifa is warning that tonight they're moving out of the cities - and into residential areas to 'take what's ours.'”,https://www.politifact.com/factchecks/2020/jun/01/facebook-posts/suspended-twitter-account-fans-misinformation-abou/,Facebook posts," May 31, 2020 "," June 1, 2020",FALSE
Says ex-Minneapolis officer accused of killing George Floyd commits suicide in prison cell.,https://www.politifact.com/factchecks/2020/jun/01/blog-posting/ex-minneapolis-police-officer-derek-chauvin-did-no/,Bloggers," May 31, 2020 "," June 1, 2020",pants-fire
“Two-thirds of Americans disapprove of Donald Trump not wearing a face mask in public.”,https://www.politifact.com/factchecks/2020/jun/01/darren-jackson/north-carolina-democrat-right-most-americans-want-/,Darren Jackson," May 27, 2020 "," June 1, 2020",TRUE
"During protests outside the White House, Mayor Muriel Bowser ""wouldn't let the D.C. Police get involved.""",https://www.politifact.com/factchecks/2020/jun/01/donald-trump/trump-falsely-claims-dc-mayor-kept-police-white-ho/,Donald Trump," May 30, 2020 "," June 1, 2020",pants-fire
George Floyd’s death and the ensuing protests were planned to introduce martial law and “purge” the United States.,https://www.politifact.com/factchecks/2020/jun/01/viral-image/protests-over-george-floyds-death-are-real/,Viral image," June 1, 2020 "," June 1, 2020",FALSE
Says President Donald Trump “took more than a month to allocate Congress’ emergency funding to tribes — and only did so after tribes sued.”,https://www.politifact.com/factchecks/2020/jun/01/joe-biden/fact-checking-joe-bidens-claim-trump-delayed-8-bil/,Joe Biden," May 21, 2020 "," June 1, 2020",mostly-true
“The NAACP has endorsed me every time I've run.”,https://www.politifact.com/factchecks/2020/jun/01/joe-biden/naacp-gave-joe-biden-some-high-marks-never-endorse/,Joe Biden," May 22, 2020 "," June 1, 2020",FALSE
"Says George Soros is ""funding the chaos"" in Minneapolis via his Open Society Foundations.",https://www.politifact.com/factchecks/2020/jun/01/candace-owens/no-soros-and-foundation-do-not-pay-people-protest/,Candace Owens," May 28, 2020 "," June 1, 2020",FALSE
"“With retail, people are moving around and you don’t have as much a chance to spread the virus (as you do) when people are sitting or standing indoors” for long periods of time.",https://www.politifact.com/factchecks/2020/jun/01/roy-cooper/nc-governor-mostly-right-about-indoor-worship-and-/,Roy Cooper," May 12, 2020 "," June 1, 2020",mostly-true
"""The Trump Administration is trying to take food assistance away from Wisconsin families when people are out of work and struggling.""",https://www.politifact.com/factchecks/2020/jun/01/tammy-baldwin/trump-administration-provides-food-aid-during-pand/,Tammy Baldwin," May 15, 2020 "," June 1, 2020",half-true
Protesters “broke into the White House.”,https://www.politifact.com/factchecks/2020/may/30/viral-image/video-clips-show-ohio-statehouse-not-white-house/,Viral image," May 30, 2020 "," May 30, 2020",FALSE
"“For the World Health Organization, the international entity whose sole responsibility it is to alert the world of global pandemics like this, to miss this, is a huge problem.”",https://www.politifact.com/factchecks/2020/may/30/brian-fitzpatrick/no-world-health-organization-didnt-miss-coronaviru/,Brian Fitzpatrick," May 5, 2020 i"," May 30, 2020",barely-true
Says researchers found a “fabric that kills coronaviruses”,https://www.politifact.com/factchecks/2020/may/30/facebook-posts/research-fabric-can-neutralize-coronavirus-masks/,Facebook posts," May 21, 2020 "," May 29, 2020",mostly-true
Michigan governor reopened Traverse City “so she could have her daughter's open house.”,https://www.politifact.com/factchecks/2020/may/29/facebook-posts/michigan-governor-didnt-have-family-event-reopened/,Facebook posts," May 20, 2020 "," May 29, 2020",FALSE
"Says an image of armed anti-lockdown protesters and an image of unarmed Minneapolis protesters being tear gassed were taken in the “same state, same month.”",https://www.politifact.com/factchecks/2020/may/29/viral-image/images-dueling-protests-are-real-both-didnt-happen/,Viral image," May 27, 2020 "," May 29, 2020",barely-true
Iowa has “the highest high-school graduation rate in the country.”,https://www.politifact.com/factchecks/2020/may/29/kim-reynolds/iowa-leads-nation-overall-high-school-graduation-r/,Kim Reynolds," January 14, 2"," May 29, 2020",mostly-true
"The death of George Floyd was a ""staged event.""",https://www.politifact.com/factchecks/2020/may/29/facebook-posts/conspiracy-theory-falsely-claims-george-floyds-dea/,Facebook posts," May 28, 2020 "," May 29, 2020",pants-fire
"Says Ohio Gov. Mike DeWine released 4,300 prisoners and is now warning residents of a possible crime wave.",https://www.politifact.com/factchecks/2020/may/29/facebook-posts/no-ohio-gov-mike-dewine-did-not-release-4300-priso/,Facebook posts," May 16, 2020 "," May 29, 2020",FALSE
"Says the Republican Party started in Ripon, Wis., “to counter the Democrats’ plans to expand slavery.”",https://www.politifact.com/factchecks/2020/may/29/facebook-posts/republican-party-origin-democrats-slavery/,Facebook posts," April 6, 2020"," May 29, 2020",half-true
On keeping inspectors general independent of the president,https://www.politifact.com/factchecks/2020/may/29/ron-johnson/ron-johnson-inspector-general-independence-trump/,Ron Johnson," May 17, 2020 "," May 29, 2020",full-flop
"Says President Donald Trump is trying to make $451 billion in Medicare cuts ""in the middle of a deadly pandemic.""",https://www.politifact.com/factchecks/2020/may/29/priorities-usa-action/democratic-super-pac-uses-familiar-political-play-/,Priorities USA Action," May 19, 2020 "," May 29, 2020",barely-true
"“We’re down near the low end of per capita deaths ... Most places are at 60 deaths per 100,000. We're at 29.”",https://www.politifact.com/factchecks/2020/may/28/joe-kernen/cnbcs-joe-kernen-wrong-about-us-capita-covid-19-de/,Joe Kernen," May 27, 2020 "," May 28, 2020",barely-true
Video shows Joe Biden stuttering after being asked about touching women “without their permission” on The View.,https://www.politifact.com/factchecks/2020/may/28/social-media/edited-video-joe-biden-stuttering-view-was-meant-s/,Social Media," May 26, 2020 "," May 28, 2020",FALSE
“This is what Bill Gates and George Soros want to do… secretly stick you with a chip while testing you for the coronavirus... the Dems have a bill on the House floor ready to vote on it to require this.”,https://www.politifact.com/factchecks/2020/may/28/facebook-posts/theres-no-plot-microchip-people-during-covid-19-te/,Facebook posts," May 10, 2020 "," May 28, 2020",FALSE
“I’ve taken a pledge not to take one dime of corporate PAC donations.”,https://www.politifact.com/factchecks/2020/may/28/theresa-greenfield/heresa-greenfields-no-corporate-pac-pledge-needs-s/,Theresa Greenfield," May 18, 2020 "," May 28, 2020",mostly-true
"Says the state “health secretary says don't go to hospitals or clinics, now the tourism secretary says don't recreate.”",https://www.politifact.com/factchecks/2020/may/28/tom-tiffany/tiffany-wrong-claim-officials-dont-want-wisconsini/,Tom Tiffany," May 26, 2020 "," May 28, 2020",barely-true
“This is 76 year old senile Joe Biden!!! That is a 15 year old girl with whom he’s making out!!!”,https://www.politifact.com/factchecks/2020/may/28/facebook-posts/no-isnt-photo-biden-making-out-15-year-old-girl/,Facebook posts," May 16, 2020 "," May 28, 2020",FALSE
"Italy “went against the WHO's ‘law’” against COVID-19 autopsies and “discovered covid is not a virus, but a bacterium” that “clots the blood and reduces the oxygen saturation.”",https://www.politifact.com/factchecks/2020/may/28/facebook-posts/covid-19-virus-not-bacterium/,Facebook posts," May 26, 2020 "," May 28, 2020",FALSE
"""Right now, China controls 80% of all ingredients and raw materials going into our generic prescription drugs.""",https://www.politifact.com/factchecks/2020/may/28/vicky-hartzler/its-unclear-how-many-ingredients-raw-materials-are/,Vicky Hartzler," May 7, 2020 i"," May 28, 2020",barely-true
"“Cases, numbers and deaths (of COVID-19) are going down all over the Country!”",https://www.politifact.com/factchecks/2020/may/28/donald-trump/are-coronavirus-cases-going-down-all-over-us/,Donald Trump," May 24, 2020 "," May 28, 2020",half-true
A photo shows ex-Minneapolis police officer Derek Chauvin wearing a “Make Whites Great Again Hat.”,https://www.politifact.com/factchecks/2020/may/27/facebook-posts/ex-minneapolis-cop-misidentified-photo-man-wearing/,Facebook posts," May 27, 2020 "," May 27, 2020",FALSE
“Twitter is completely stifling FREE SPEECH” by adding a fact-check label to Trump’s tweet.,https://www.politifact.com/factchecks/2020/may/27/donald-trump/trumps-pants-fire-claim-twitter-completely-stiflin/,Donald Trump," May 26, 2020 "," May 27, 2020",pants-fire
A photo shows Donald Trump with “Derek Chauvin - the cop who killed George Floyd.”,https://www.politifact.com/factchecks/2020/may/27/viral-image/police-say-officer-stage-trump-isnt-derek-chauvin/,Viral image," May 27, 2020 "," May 27, 2020",FALSE
The flu didn't kill any Americans this year.,https://www.politifact.com/factchecks/2020/may/27/facebook-posts/americans-have-died-flu-and-covid-19/,Facebook posts," May 16, 2020 "," May 27, 2020",pants-fire
A photo shows three men on crosses who “feel like they’re being crucified by being required to stay at home.”,https://www.politifact.com/factchecks/2020/may/27/viral-image/no-crucifixion-photo-doesnt-show-pandemic-proteste/,Viral image," May 22, 2020 "," May 27, 2020",FALSE
"Says Michigan Gov. Gretchen Whitmer’s family spent May 20 at her second home, breaking her own stay-at-home orders.",https://www.politifact.com/factchecks/2020/may/27/facebook-posts/michigan-gov-whitmer-did-not-spend-may-20-her-vaca/,Facebook posts," May 20, 2020 "," May 27, 2020",FALSE
"“The woman in this photograph is Margaret Sanger, founder of Planned Parenthood, meeting with the Ku Klux Klan in 1926, Silver Lake, New Jersey.”",https://www.politifact.com/factchecks/2020/may/27/viral-image/no-isnt-photo-margaret-sanger-kkk-meeting/,Viral image," May 15, 2020 "," May 27, 2020",FALSE
A photo shows Gov. Gretchen Whitmer “on Mackinaw Island today ignoring mask and social distancing rules.”,https://www.politifact.com/factchecks/2020/may/27/viral-image/no-photo-doesnt-show-gretchen-whitmer-breaking-soc/,Viral image," May 24, 2020 "," May 27, 2020",FALSE
"Nancy Pelosi said ""Congress shall not vote remotely because it is not secure!"" while also saying that “Americans should all vote for president by mail!”",https://www.politifact.com/factchecks/2020/may/27/facebook-posts/No-Nancy-Pelosi-does-not-oppose-remote-voting/,Facebook posts," May 10, 2020 "," May 27, 2020",barely-true
"“[U.S. Rep. Conor Lamb] said he would NOT vote for [Nancy Pelosi] for Speaker, and did.”",https://www.politifact.com/factchecks/2020/may/27/donald-trump/trump-said-pa-rep-conor-lamb-backed-nancy-pelosi-h/,Donald Trump," May 25, 2020 "," May 27, 2020",pants-fire
"California Gov. Gavin Newsom “is sending Ballots to millions of people, anyone living in the state, no matter who they are or how they got there, will get one"" and the election is ""Rigged.""",https://www.politifact.com/factchecks/2020/may/26/donald-trump/no-california-not-sending-mail-ballots-anyone-stat/,Donald Trump," May 26, 2020 "," May 26, 2020",pants-fire
Texas and Florida have a “balanced budget” while California is “in debt $54 billion and New York is “in debt $6.1 billion.”,https://www.politifact.com/factchecks/2020/may/26/facebook-posts/facebook-post-gets-debt-wrong-comparison-florida-t/,Facebook posts," May 18, 2020 "," May 26, 2020",FALSE
Ron Howard wrote a Facebook post about being a liberal.,https://www.politifact.com/factchecks/2020/may/26/facebook-posts/ron-howard-didnt-write-viral-post-about-being-libe/,Facebook posts," May 26, 2020 "," May 26, 2020",FALSE
There are “many unanswered and obvious questions” about the 2001 death of a staff member of Joe Scarborough.,https://www.politifact.com/factchecks/2020/may/26/donald-trump/donald-trump-spreads-baseless-claim-msnbc-host-mur/,Donald Trump," May 26, 2020 "," May 26, 2020",pants-fire
"""Joe Biden tells voters he's 'going to beat Joe Biden.'""",https://www.politifact.com/factchecks/2020/may/26/blog-posting/biden-beating-biden-social-media-users-misquote-bi/,Bloggers," May 25, 2020 "," May 26, 2020",FALSE
"Amid the COVID-19 outbreak, “Minnesota now has the highest unemployment rate in U.S. history.”",https://www.politifact.com/factchecks/2020/may/26/facebook-posts/minnesota-doesnt-have-highest-unemployment-rate-us/,Facebook posts," May 6, 2020 i"," May 26, 2020",barely-true
"""Hidden in the CARES Act was an obscure $135 billion tax break for 43,000 millionaires.""",https://www.politifact.com/factchecks/2020/may/26/facebook-posts/yes-cares-act-has-tax-break-benefits-43000-million/,Facebook posts," May 14, 2020 "," May 26, 2020",mostly-true
“40% of the initial small business funds didn’t go to small businesses at all.”,https://www.politifact.com/factchecks/2020/may/26/joe-biden/joe-biden-small-business-loans-ppp-wisconsin/,Joe Biden," May 20, 2020 "," May 26, 2020",barely-true
